"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0037760",2878.34945330284,0.335942037910376,0.110279776834437,3.04627056341188,0.00231699235838337,0.027229269612248
"FBgn0036764",5367.68167052309,-0.419143975565888,0.137591150312304,-3.04630039515272,0.00231676246646658,0.027229269612248
"FBgn0052529",14755.3785174934,0.362003994099405,0.118898242443925,3.04465387089413,0.00232948234404264,0.0273397921199495
"FBgn0003390",88.0455302294651,-0.679635797832593,0.223436880752406,-3.04173507768267,0.00235218815319891,0.0275697608802851
"FBgn0030863",2372.09492114508,-0.360896664269969,0.118679130888096,-3.04094461738402,0.0023583720601246,0.0276057263206924
"FBgn0030160",35.9322841781413,-1.01805940404207,0.335227146762771,-3.03692410913998,0.00239005621672768,0.0279396941113773
"FBgn0030588",279.110926305464,-0.543813382449017,0.179338899885914,-3.03232250668963,0.00242679770032828,0.0283318240087073
"FBgn0025383",116.756339600916,0.922668433343324,0.304382253999392,3.03128195293924,0.00243517734020396,0.0283922452783516
"FBgn0030362",9871.2385111583,0.404032736576359,0.133323949389291,3.03045880674168,0.00244182493479414,0.0284323400094755
"FBgn0014033",9575.75104962607,0.536857379042137,0.177484386746295,3.02481468304897,0.00248785512942363,0.0289302943593475
"FBgn0022702",503.424962236407,-0.734890289640383,0.243060922601809,-3.02348185703346,0.00249884011794976,0.0289819663418231
"FBgn0053558",3717.13955362567,-0.496426264346235,0.164183643472008,-3.02360365410499,0.0024978344423374,0.0289819663418231
"FBgn0028646",1003.61523640898,0.334869109621645,0.110778104243487,3.02288175003983,0.00250380059850865,0.0290015386972354
"FBgn0043362",1945.69679533829,0.327590558902722,0.108431234451706,3.02118260074431,0.00251789465779688,0.0291267161393449
"FBgn0033538",768.463963946163,0.347877093057959,0.115314928085484,3.01675679665754,0.00255494707178129,0.0295168005254942
"FBgn0033205",2395.63349807473,-0.344016403208154,0.114111030963573,-3.01475151265589,0.00257189870898545,0.0296739511202084
"FBgn0042102",15.668423935189,-1.53333169542374,0.509051346761662,-3.01213562281694,0.00259416668258166,0.0298824167958441
"FBgn0260960",4852.77992827177,0.455611770403317,0.151273665304644,3.01183797910745,0.00259671153738855,0.0298824167958441
"FBgn0052845",18.8233907562668,-1.39175401287469,0.462376179049965,-3.01000370679628,0.00261244501443177,0.0299855897317097
"FBgn0052133",2993.57845564206,0.392859730700246,0.13050180588395,3.01037773415641,0.00260922973728676,0.0299855897317097
"FBgn0032026",3822.67941322572,-0.322390471516996,0.107259792840804,-3.00569731656567,0.00264972616356793,0.0303741572255827
"FBgn0029848",20.5696804690035,-1.33214740875173,0.443883516206374,-3.00111934801466,0.00268989114377363,0.0307610351248247
"FBgn0030412",1897.7003851583,0.313676478099544,0.104521908641545,3.0010596072761,0.00269041893936792,0.0307610351248247
"FBgn0014163",5570.5037046594,-0.597237516671948,0.199149278592386,-2.99894391229184,0.00270917174725759,0.0309249342207796
"FBgn0029895",198.641928354497,-0.661069399073201,0.220455238238725,-2.99865589202896,0.00271173387761492,0.0309249342207796
"FBgn0035194",325.62114171783,0.444596654459978,0.14838905858804,2.99615523334692,0.00273407212018383,0.0311259224987045
"FBgn0031483",959.319802473727,-0.325019318243639,0.108488128118601,-2.99589755930089,0.0027363834360107,0.0311259224987045
"FBgn0053138",2313.97619872646,-0.505149888631518,0.168693042094564,-2.99449154724678,0.00274902672732513,0.0311896617552214
"FBgn0046687",2697.69970026335,0.514240090285446,0.171716178282796,2.99470961576232,0.00274706229826862,0.0311896617552214
"FBgn0030343",2379.61269896673,-0.503883434402709,0.168336802060161,-2.99330525610573,0.00275973570393706,0.0312711228549696
"FBgn0039321",173.543850486748,0.499688008853741,0.1670695511969,2.9908981335853,0.00278158266061566,0.031478421399381
"FBgn0264343",57.1577559079616,-1.44634395201577,0.483955727102075,-2.98858732528381,0.0028027039662324,0.0316769895979404
"FBgn0086450",8240.93189780878,0.498256255936567,0.167171073359405,2.98051717874273,0.00287762097512443,0.0324822923064682
"FBgn0031049",658.102104255618,-0.679459909175081,0.228033316161808,-2.9796519237257,0.00288576090209094,0.0325327320018166
"FBgn0063491",1559.80778109115,-0.414188687895664,0.139583364087968,-2.96732128933814,0.00300406862728549,0.0337655442617094
"FBgn0004687",3896.35286745762,0.28734971318595,0.0968463610980794,2.96706773417064,0.00300654716425784,0.0337655442617094
"FBgn0010314",491.044553650689,-0.56920955527672,0.191823070080796,-2.96736755926681,0.00300361653346656,0.0337655442617094
"FBgn0036053",3690.92984459922,0.357797766619023,0.120707823378719,2.96416385122312,0.0030350663469844,0.0340426872159858
"FBgn0050148",87.315206537104,1.0071372122801,0.339903494751102,2.96300928890887,0.00304647375537241,0.0341274386173893
"FBgn0013997",2842.23981988407,-0.372619610677214,0.125844694623533,-2.96094810982626,0.00306693606386822,0.0342700131928579
"FBgn0259236",9.33579716289643,2.72148685579923,0.919122728446018,2.96096132928897,0.00306680442955917,0.0342700131928579
"FBgn0028690",2578.12884532429,-0.259564934255289,0.0877654850458294,-2.95748304837317,0.00310161802685061,0.0346139009268555
"FBgn0038966",503.839323710246,0.389151401682418,0.131935577539474,2.94955620720261,0.00318230681780478,0.035469711588136
"FBgn0040308",1084.93098761445,-0.376287419474985,0.127643970275618,-2.94794512159468,0.00319893847202947,0.035565613300694
"FBgn0034418",1510.90771959693,-0.31714297914057,0.107573471442238,-2.94815231756149,0.00319679510476679,0.035565613300694
"FBgn0037884",1319.37308982929,0.426570152610527,0.144727205954382,2.94740819321131,0.00320449889746615,0.0355827878827663
"FBgn0036317",766.2131539236,-0.308155865428008,0.104594439010563,-2.94619741109648,0.00321707008566852,0.0356776696234152
"FBgn0027561",3184.46493505419,0.443389451411065,0.150696083586234,2.94227587644864,0.00325809531396596,0.0360874782213154
"FBgn0266756",103.66765221811,-0.658948020424315,0.224190620747087,-2.93923099114698,0.00329027755353816,0.036398438703997
"FBgn0033844",7331.84131417517,0.273129610315262,0.0929643095005546,2.93800504497517,0.00330331648235877,0.0364971163967344
"FBgn0267339",290.750922533559,0.525986480824949,0.179135946998527,2.93624194159799,0.0033221510379407,0.0366595023003643
"FBgn0261588",33.0926721172064,-1.15587778129298,0.393944852397887,-2.93411063568243,0.00334504951358791,0.036820476695531
"FBgn0264262",26.8512231918728,1.18204602545532,0.402820635885421,2.93442271858075,0.00334168757736696,0.036820476695531
"FBgn0262468",1677.24905914483,0.507333766987127,0.173171263423273,2.92966487024513,0.00339327749307307,0.0372587755466177
"FBgn0085468",203.875545688293,-0.583941295229535,0.199298940478804,-2.92997691722118,0.00338987183841724,0.0372587755466177
"FBgn0036318",2591.11882648311,0.259957833649388,0.0888833939808645,2.92470642722479,0.00344781319414582,0.0378107335560967
"FBgn0025390",266.002909462288,-0.64986398512359,0.222387724740539,-2.92221158286407,0.00347555348648017,0.0380678361479614
"FBgn0026319",871.418923655933,-0.455229628672235,0.155930744200893,-2.91943472087674,0.00350666829650438,0.0383612194757102
"FBgn0085438",93.4399089627399,0.720955211182779,0.247050466915802,2.91825075331062,0.00352001159196767,0.0384597074185272
"FBgn0028491",256.475943956509,-0.632952491902155,0.217144773876622,-2.91488706176179,0.00355817279663801,0.0388287797426225
"FBgn0042106",42.765317212367,1.29141918203342,0.443227356530419,2.91367209854247,0.0035720488622247,0.0389322570334232
"FBgn0034290",19.8986320806361,1.63415712290222,0.561719441197606,2.90920520646061,0.00362348934739109,0.039444396937632
"FBgn0086357",7116.86056949397,-0.379348116002898,0.130490362047379,-2.90709681581819,0.00364800272721018,0.0396625179948582
"FBgn0034523",450.72620340792,-0.44175251697614,0.152194325413986,-2.90255576727005,0.0037013125372901,0.0401928068540779
"FBgn0050011",6790.38731188275,0.384024258824233,0.132341026733454,2.90177784095397,0.00371051576780522,0.0402434274400515
"FBgn0030318",3174.49198733166,-0.385450204203402,0.13316322605769,-2.89456943643295,0.00379678925776082,0.041128789257969
"FBgn0261561",125.380917780197,-0.556362202880593,0.192793689998951,-2.88579051982261,0.0039043193130803,0.0422419700039127
"FBgn0030685",3169.85534196305,0.328733982667756,0.113956721293778,2.88472657808648,0.00391753740451941,0.0423332913920079
"FBgn0030026",320.652551532368,-0.575321986965629,0.199484046583221,-2.88405011237635,0.00392596273315792,0.0423726623367995
"FBgn0027865",619.656549606006,-0.619567090325575,0.214874773285813,-2.88338682503909,0.00393423990184501,0.0424103403531005
"FBgn0038391",603.562663215231,0.517473948584109,0.179524228167958,2.88247415886382,0.00394565497820225,0.0424817117397936
"FBgn0035073",715.471473308247,-0.308566035893988,0.107097569020413,-2.88116750656753,0.00396205015440196,0.0426064640997036
"FBgn0264845",41.6061213540697,1.21423609641805,0.421543366340435,2.88045357458535,0.00397103430348663,0.0426513151069031
"FBgn0266268",2248.19295428845,-0.389125235919621,0.135236348387312,-2.87737165754565,0.00401002993799028,0.0430180088142032
"FBgn0038972",560.722577281692,-0.325107186315462,0.11302159338428,-2.87650506934616,0.00402105736565803,0.0430841466954
"FBgn0038744",51.2944016752451,0.845728717634915,0.294105355530402,2.87559781463242,0.00403263177060259,0.0431559784049632
"FBgn0035590",315.69494435411,-0.465269327664764,0.161920960842199,-2.87343482427946,0.00406034846711177,0.0434001782473793
"FBgn0250876",451.513602909961,-0.522672847421703,0.182272433267961,-2.86753645655958,0.00413681140643153,0.0441641998462528
"FBgn0035769",898.710321773957,0.339838446788213,0.11856257302497,2.86632145471944,0.00415272333644774,0.0442807238077779
"FBgn0011770",409.88737694172,-0.413380158105291,0.144346821893639,-2.8637981265004,0.00418594694714868,0.0445813412243803
"FBgn0038071",9.4860742222374,-2.0496444034192,0.715851657683813,-2.86322505706136,0.00419352583389919,0.0446084422739264
"FBgn0000826",181.137178478668,-0.600865917595266,0.210223702954695,-2.85822154757096,0.0042602283101863,0.0452636487488738
"FBgn0034447",1567.27122236145,0.322010445774903,0.1126905345997,2.85747553615527,0.00427025550187957,0.0453158491043771
"FBgn0033115",253.5498051711,-0.478598288101723,0.167686933225111,-2.85411796194776,0.00431565034462566,0.0457427962963253
"FBgn0013347",893.739716056133,-0.426431381551317,0.14949689845338,-2.85244300024256,0.0043384592332438,0.0459296144154998
"FBgn0026380",1714.38527646427,-0.355217270562954,0.124667091804968,-2.84932667811537,0.00438118696343375,0.0462163067654601
"FBgn0039385",990.200428267117,-0.322349376498018,0.113111019346162,-2.8498494519929,0.00437399271648149,0.0462163067654601
"FBgn0035083",3510.97388847882,0.358582848741142,0.125831734588262,2.84970122930015,0.00437603142133677,0.0462163067654601
"FBgn0038260",86.4974017624523,0.650006791971061,0.228198119404622,2.84843185240507,0.00439352616499364,0.0462913618882386
"FBgn0039696",1033.96371382501,-0.338934056477844,0.119039951454785,-2.84722945814188,0.0044101561837722,0.0464113942332606
"FBgn0015520",320.501897135075,-0.414982383913957,0.145901820821719,-2.84425774522056,0.00445150222764493,0.0467909385992428
"FBgn0265174",846.73324043536,-0.334608688610041,0.117682369952244,-2.84332044592428,0.00446461574225033,0.04687317546455
"FBgn0033624",879.393261444118,0.337705468686675,0.118865483653277,2.84107259994618,0.0044962075327847,0.0471489881041482
"FBgn0039073",243.226811519831,-0.578567007483735,0.203696633096402,-2.84033662554412,0.00450659502900994,0.0472020550260722
"FBgn0040009",723.509249600758,0.635471505930684,0.22399810910938,2.83695031380992,0.00455466993181298,0.0476492683185298
"FBgn0024841",1075.5836546259,-0.338367470471025,0.119296007018972,-2.83636878489331,0.00456297238258972,0.0476798328798673
"FBgn0029861",962.265131075201,-0.405780097959103,0.143219722999252,-2.83326967446531,0.00460744981044393,0.0480878831217239
"FBgn0266569",127.365445816016,0.83879083738522,0.296452305151455,2.82942929708942,0.0046631102091646,0.0486115524275383
"FBgn0054057",47.856340217694,1.00929706626081,0.356880082834716,2.82811262047439,0.00468233311748379,0.0486832881118437
"FBgn0010053",255.715177662694,0.540294236352125,0.191063219821536,2.82782964118783,0.00468647384712816,0.0486832881118437
"FBgn0010228",2000.09900176562,-0.447048637142228,0.158084567066044,-2.82790815978552,0.00468532458179207,0.0486832881118437
"FBgn0035154",141.40988337017,-0.526765954006024,0.186368214519301,-2.82647958700849,0.00470627435477051,0.0487746164416626
"FBgn0011305",929.538597175225,-0.357220718887158,0.12637942093363,-2.82657347413198,0.00470489491730454,0.0487746164416626
"FBgn0027570",39.430986965312,0.986403510095507,0.349246844134684,2.82437343861899,0.00473731534507419,0.0489246518329865
"FBgn0038349",3341.78741774036,0.348840097098296,0.123497542977659,2.82467236746081,0.00473289839505816,0.0489246518329865
"FBgn0052280",544.775198856587,-0.455912575595322,0.161395686289351,-2.82481264572313,0.00473082693939967,0.0489246518329865
"FBgn0038020",1464.45531119613,-0.406410442236594,0.143985460177538,-2.82257973642254,0.00476389740610537,0.049141903277648
"FBgn0031018",58.5416360067255,-0.887939131663843,0.314670069738698,-2.82180994335174,0.00477534682184607,0.0492027304516023
"FBgn0034021",19.025816957968,-1.38087432043914,0.489564613087482,-2.82061710247099,0.00479313758190683,0.0493286784126323
"FBgn0035210",478.298422183437,-0.389165825588709,0.138041785657282,-2.81918857928204,0.00481452236667649,0.0494912792240375
"FBgn0042104",92.9768307496484,-0.62459909785968,0.221607985739511,-2.81848641769555,0.0048250652379866,0.0495020752505088
"FBgn0029693",936.932142919298,-0.302615998621285,0.107372524326066,-2.81837463094665,0.00482674562875969,0.0495020752505088
"FBgn0261789",1467.7782572216,-0.313954416150952,0.111589658970132,-2.81347231498382,0.00490096061504781,0.0502051005895245
"FBgn0034914",4598.95774005477,-0.328235236469643,0.116743407510376,-2.81159547651947,0.00492964578252572,0.0504406365807856
"FBgn0025865",7365.34292285486,-0.329133415110086,0.117172438114228,-2.80896617333526,0.00497008684302644,0.0507372575069785
"FBgn0033524",46.2221711084753,-0.90061560920295,0.320595578520242,-2.80919535247454,0.00496654996203985,0.0507372575069785
"FBgn0031070",1146.69993111169,-0.525513122958533,0.187308577047543,-2.80560095667774,0.00502228457329914,0.0512111203728465
"FBgn0004456",5589.4236711714,0.31541388099056,0.112536632566727,2.80276629748574,0.00506663689391963,0.0516039879505998
"FBgn0010387",9.38489566929246,2.38562689492308,0.85180660824276,2.80066727803924,0.00509970690988636,0.0518811744299691
"FBgn0030467",1233.01433253349,-0.31620443856245,0.112959781168756,-2.79926567926028,0.0051218975795572,0.0520471725372206
"FBgn0020633",438.328918637112,-0.378361077511619,0.135306666467265,-2.79632251233651,0.00516877924526434,0.052428790420056
"FBgn0016032",653.017606985294,-0.499992574171541,0.17885581672212,-2.7955063656015,0.00518184813037579,0.052428790420056
"FBgn0003888",10025.4162761701,-0.465391224795978,0.16648304952243,-2.79542707879866,0.00518311933280319,0.052428790420056
"FBgn0085407",45.3639962710211,-0.842723589544784,0.301423506395039,-2.79581244218004,0.00517694345822988,0.052428790420056
"FBgn0000524",1301.55457951933,-0.32441880938374,0.116275504178114,-2.79008731612795,0.00526938285569007,0.0532405946228845
"FBgn0000244",725.170975217736,0.405497551758822,0.145386601581774,2.78909849564609,0.0052854987729569,0.0533426020810605
"FBgn0053111",222.341585307127,0.494297942875142,0.177379443794615,2.78666982092628,0.00532527073833193,0.0536828487057557
"FBgn0262035",477.110765017657,0.612452286753245,0.21983529562448,2.7859597568874,0.00533694969794929,0.0537394446290098
"FBgn0020887",1585.18040094835,0.313763427998661,0.112648515060379,2.78533123876941,0.00534730670389613,0.0537826160081993
"FBgn0037539",826.367190686112,0.378377452790243,0.135916970815351,2.78388673997367,0.00537117863430729,0.0538482654670344
"FBgn0027111",34.614392744558,1.12337798987444,0.403536382606504,2.78383322618489,0.00537206485417655,0.0538482654670344
"FBgn0013720",539.715876185401,-0.421019056835482,0.151221935116319,-2.78411367049123,0.00536742199795052,0.0538482654670344
"FBgn0051460",22.3732750063811,-1.47427950202429,0.530005080850225,-2.78163277163169,0.00540862021218417,0.0541139474306734
"FBgn0034530",131.320981163382,0.551270317698741,0.19819152790166,2.78150294079308,0.00541078404509385,0.0541139474306734
"FBgn0038515",752.09004271254,0.378267912354538,0.136191140315837,2.77747811992254,0.00547825283150238,0.0547269428860683
"FBgn0035262",497.891984252416,0.492044753302903,0.177193786845085,2.77687362555823,0.00548845140831728,0.0547670810012381
"FBgn0025739",740.07930567211,-0.411559826035378,0.148276617573134,-2.77562189353547,0.00550962419613121,0.0549165129380412
"FBgn0000064",11319.1293128484,-0.314539247497095,0.113423682225026,-2.77313556857611,0.0055518986374797,0.055275700928885
"FBgn0039883",146.180620376987,-0.58488795406674,0.211134972412055,-2.77020877870134,0.0056020371391225,0.0557122907853698
"FBgn0260632",2939.48478353614,0.317061708219943,0.114490345593328,2.76933139276348,0.0056171469258115,0.0557999315130221
"FBgn0004858",51.1724540743553,0.86942609335977,0.314089307748268,2.76808561104088,0.0056386641598161,0.0559509553416914
"FBgn0062440",418.368452285848,0.416793765991686,0.150668862922807,2.76628998126325,0.00566980924589719,0.0561970690468624
"FBgn0036181",50.033883959905,1.10895982042207,0.401178783155758,2.76425341265247,0.00570532113817348,0.0563348645179014
"FBgn0033725",40.7798804806603,-0.998058965294924,0.361051558694286,-2.76431147092766,0.00570430599750759,0.0563348645179014
"FBgn0010551",4916.06446054545,-0.301765769695237,0.109175814885928,-2.76403496516638,0.00570914212132665,0.0563348645179014
"FBgn0031996",779.12226418517,-0.317582989950572,0.114893443162661,-2.76415242861991,0.00570708721776127,0.0563348645179014
"FBgn0261931",1876.33673148506,-0.327981922859104,0.118740254757112,-2.76217971344262,0.00574168648454339,0.0565478827488102
"FBgn0032979",3950.24036280757,0.250222590143646,0.0905921852240891,2.76207698848078,0.0057434933386671,0.0565478827488102
"FBgn0034160",57.1245783034067,0.996822900336403,0.360994895194893,2.76132131951129,0.0057568007497683,0.0566159949430599
"FBgn0039260",1595.06961213169,0.263466154512807,0.0955033028880488,2.75871248999261,0.00580295646558123,0.056943518539884
"FBgn0050349",1978.32776420624,0.284245572270371,0.103024012789639,2.7590225285707,0.00579745381201683,0.056943518539884
"FBgn0036124",1038.914263819,0.274434324018694,0.0995228583843194,2.75750042225408,0.00582451380845433,0.0570918328060994
"FBgn0029659",81.5321644992905,-0.845193327513383,0.3067729594931,-2.75511025779439,0.00586723598353465,0.0574470475691718
"FBgn0032453",1837.73604452641,-0.273891112215805,0.0995107907530903,-2.75237600006007,0.00591645476909082,0.057865017338757
"FBgn0035933",16.0544197065439,-1.42263215370905,0.517466330636068,-2.74922650901818,0.00597360901806629,0.058359591520491
"FBgn0026598",575.394424735481,-0.350447473974816,0.127538083566329,-2.74778688980816,0.00599989927982032,0.0585372868643324
"FBgn0053460",2815.05535740891,0.447965517653153,0.163044317885981,2.74750769276377,0.00600501001689179,0.0585372868643324
"FBgn0039219",591.987412553229,-0.39472826231646,0.143783370583008,-2.7452984355279,0.00604558926185977,0.0588680949992741
"FBgn0004797",270.319398396287,0.590975833057818,0.21538315011964,2.74383503412196,0.00607260459731268,0.0590662451556395
"FBgn0053108",45.8397897078119,-0.811734083192008,0.295933990722694,-2.74295656679954,0.00608887385520432,0.0591108396366959
"FBgn0052803",285.988793648574,-0.439302586075251,0.160161813997706,-2.74286719855422,0.00609053115769138,0.0591108396366959
"FBgn0053468",15.5826199230202,-1.54087267810454,0.562460409262502,-2.73952202275878,0.00615285925122865,0.0596504221281587
"FBgn0000633",37.4024396821193,-0.979183037449974,0.357679024069347,-2.73760263129137,0.0061888805827886,0.059934066496273
"FBgn0035515",299.453907176585,-0.439113743864786,0.160477768743763,-2.73629018712196,0.0062136204932,0.0601079598146782
"FBgn0030057",517.38890517406,-0.34217550563183,0.125121273841962,-2.73475081514934,0.00624275149274527,0.0601987373655431
"FBgn0030456",1017.8978212619,-0.358168821263222,0.130971055325469,-2.73471737990623,0.00624338558164249,0.0601987373655431
"FBgn0086674",2705.05980581244,0.284870671325218,0.104155970849408,2.7350392781331,0.00623728329007155,0.0601987373655431
"FBgn0000578",9116.82561729911,0.348724328249355,0.127541470866377,2.73420343893248,0.00625313960912749,0.0602111398852916
"FBgn0085400",11.2132395805942,-1.66958175328763,0.610688428824231,-2.73393382694691,0.00625826202847913,0.0602111398852916
"FBgn0036199",742.517480518849,0.335299440087403,0.122702846892758,2.73261337106917,0.00628340426474803,0.0603874676680394
"FBgn0267376",384.592601278317,0.346518082371814,0.126873976534178,2.7311990357492,0.00631043483332545,0.0605815417747528
"FBgn0083969",3057.81242204494,0.232930978848894,0.0854355697186194,2.72639346370661,0.00640306193094956,0.0613542707416202
"FBgn0036746",2277.97527134571,0.41652801191676,0.152781135990363,2.7263052419183,0.00640477377677449,0.0613542707416202
"FBgn0033134",198.588838353051,0.565779844791356,0.207628516761522,2.72496212763104,0.00643088632386335,0.0615378873820229
"FBgn0016080",140.56540116248,-0.632183311964421,0.232189132748069,-2.72270844239018,0.00647491727035626,0.0618923861193386
"FBgn0033518",13.0966983445378,1.80535687701543,0.663192065311622,2.72222327655131,0.00648443150728205,0.061916538347011
"FBgn0002543",1023.92652085046,-0.689093335579582,0.253439813926306,-2.71896244281474,0.00654870433259962,0.0624629376654093
"FBgn0034617",324.378416482922,-0.434810939599531,0.160228373439599,-2.71369502333143,0.00665373905533477,0.0633965395369048
"FBgn0263237",581.471872600831,-0.379611613267241,0.139955681064037,-2.71237016161959,0.00668039466315292,0.0635821451237358
"FBgn0020762",1621.95944053849,0.392650854301367,0.144892117432056,2.70995317937493,0.00672927066058722,0.0639786130080079
"FBgn0038608",603.044775981718,0.499454498181542,0.18474593078759,2.7034668425568,0.00686202938933413,0.0650314892180638
"FBgn0259113",2317.62727893816,0.260516246618187,0.096357401067661,2.70364542558859,0.0068583429743829,0.0650314892180638
"FBgn0030839",234.932369405382,0.52083861493525,0.192653124542492,2.70350463389641,0.00686124913001584,0.0650314892180638
"FBgn0016754",1306.26440391257,0.337447081921407,0.124871760680323,2.70234903458506,0.00688514430691675,0.0651808372901596
"FBgn0038530",44.9831831057897,-0.900789877686003,0.333798371128112,-2.69860477341958,0.00696308156812176,0.0658483092584065
"FBgn0025740",930.444824707726,0.684568498982978,0.253731418424769,2.69800446169796,0.00697565057350742,0.0658968440638052
"FBgn0044020",223.463057896676,-0.543894486274249,0.201761645117872,-2.69572785232049,0.00702350238465013,0.0662782264434343
"FBgn0260450",1064.24986805298,-0.476054859456171,0.176655614075484,-2.6948187406756,0.00704269312136751,0.0663886210089761
"FBgn0033760",7.87366076835455,-1.94433839480496,0.721765361059216,-2.69386493132833,0.0070628779996837,0.0665081423540885
"FBgn0034127",27.1745029204686,1.14408482378276,0.424879399622867,2.69272839492402,0.00708699763376246,0.0666644225400947
"FBgn0266708",72.7575861431469,-0.758210484996803,0.281744876318506,-2.69112430686996,0.00712116552195297,0.0669147907635474
"FBgn0015575",1033.31924733421,-0.400711692849905,0.149055413564282,-2.68834041829078,0.0071808149504937,0.0674038149113609
"FBgn0003124",3369.4609111309,-0.231958306357032,0.0863292523139757,-2.68690276053139,0.00721179442249636,0.0676229739446987
"FBgn0023181",588.15178401446,0.326168018809697,0.121733505104482,2.67936110547176,0.0073762798195202,0.0690921939543008
"FBgn0034142",1171.94096594002,-0.291550062701094,0.108853336393311,-2.67837507201121,0.00739803239294243,0.069149752145425
"FBgn0027929",778.587385542506,-0.503363991579432,0.18792031769159,-2.67860334509193,0.00739299142016273,0.069149752145425
"FBgn0039006",916.534628925078,-0.321267031840218,0.119984786419861,-2.67756472654802,0.00741595222579368,0.0692442072421052
"FBgn0033557",654.126148462883,0.364017248999767,0.13601129313595,2.67637517890456,0.00744232819476308,0.0694173369829428
"FBgn0025683",4600.18517331231,0.274289568415082,0.102547115270756,2.67476630318536,0.00747813581832554,0.0696779826353129
"FBgn0032409",1307.54121666277,-0.323202877019947,0.1210665053609,-2.66963084510019,0.00759346807049429,0.0706782779124474
"FBgn0003870",2245.74806627398,0.288210031146667,0.107997390832885,2.66867587192585,0.00761508987568013,0.0707309343693937
"FBgn0015360",1277.11997749247,0.288168459544898,0.107978224158798,2.66876457535644,0.00761307919482574,0.0707309343693937
"FBgn0004034",361.520670333595,-0.541009270492165,0.202802572137042,-2.66766473813056,0.00763804336739865,0.0708698453178214
"FBgn0050489",49.3486366074068,0.927619437484349,0.347896923399736,2.66636286524014,0.00766768817424134,0.0710704863095738
"FBgn0010246",10301.6872039012,0.357884665498672,0.134318864636292,2.66444081751101,0.00771164344403589,0.0713286769912338
"FBgn0027525",4748.2537692373,0.360936293336066,0.135450716953434,2.664705669001,0.00770557317677068,0.0713286769912338
"FBgn0004359",121.551119972894,-0.654659298961768,0.245746945401115,-2.66395701437189,0.00772274304170456,0.0713568572393578
"FBgn0004872",1439.99673637057,-0.387713908581291,0.145633825744035,-2.66225175779378,0.00776197994694035,0.071644691989415
"FBgn0051849",85.6695077867558,-0.630858261647026,0.237048938981436,-2.66129966393323,0.00778396466399585,0.0717728521203614
"FBgn0036620",60.5592018205467,-0.718097426419268,0.269918714431906,-2.6604210379804,0.00780430242302991,0.0718855756449772
"FBgn0028490",12044.5517761865,0.389035392951329,0.146390188220099,2.65752368844838,0.00787170581886524,0.0724311373426427
"FBgn0036337",1008.63677978437,0.29140839679402,0.109833610033564,2.65318054013673,0.00797372091046293,0.0732937147174398
"FBgn0013548",1152.02779033243,0.437180495944133,0.164940318072212,2.65053748564213,0.00803638088154008,0.0737931305609602
"FBgn0053094",2226.02433401225,0.246676700587015,0.0931045742167095,2.64945844672305,0.00806208857653753,0.073952553702587
"FBgn0012034",2622.0842095384,0.350163049388069,0.132200510876359,2.64872690027318,0.00807955924703047,0.0740361680330269
"FBgn0050414",95.4662341777545,-0.615468459997764,0.232501870734107,-2.64715487258003,0.00811721686938394,0.0743043994624081
"FBgn0015240",792.147042634225,0.302742710499645,0.114387262202545,2.64664705379154,0.00812941510141554,0.0743263382422487
"FBgn0004512",729.666937108316,-0.440476571391789,0.166446390232451,-2.64635700886417,0.00813638958300206,0.0743263382422487
"FBgn0040322",967.713757626665,0.287160436877891,0.108614457898144,2.64385094245173,0.00819687439740998,0.0746480000364336
"FBgn0033702",12.3531520826929,-1.55151677480771,0.586835397366297,-2.64387046482008,0.00819640166707023,0.0746480000364336
"FBgn0029798",894.801529162567,0.304107392413392,0.115002505616853,2.64435449281922,0.00818468882257176,0.0746480000364336
"FBgn0034417",287.985028240566,0.461041979524835,0.174494126606992,2.6421633122542,0.00823783237457516,0.0749439760483681
"FBgn0038858",212.128049634239,-0.420520663063879,0.159202189463306,-2.64142512412371,0.00825580534792484,0.0750304525004739
"FBgn0030545",448.964289503887,-0.452328870985242,0.171354206450708,-2.63973018436148,0.00829720558755219,0.0753294454009221
"FBgn0035203",1230.61585310577,-0.428494587657703,0.162561901299079,-2.63588567944567,0.00839179987490893,0.0761102750169581
"FBgn0262742",535.018412853152,-0.349513491956479,0.132656023185909,-2.63473518625428,0.00842029475507877,0.076290625587682
"FBgn0020249",1468.31122230749,-0.381676036866062,0.144918139462842,-2.63373541973969,0.00844512674765997,0.0764374546588508
"FBgn0053346",17.631666948602,-1.47938193453845,0.561964576222169,-2.63251812860459,0.0084754499749848,0.0766336349268778
"FBgn0030090",279.419006222734,0.644710829582097,0.244938863563897,2.63212958614022,0.00848514920698202,0.0766431265270822
"FBgn0011589",21.3016083780658,-1.35480307461218,0.51481622849338,-2.63162464512247,0.00849776894074374,0.0766789517147966
"FBgn0036198",157.178996814381,-0.583601654180227,0.221827913002067,-2.63087564717245,0.0085165191772605,0.0767094859802614
"FBgn0034688",447.845528409699,0.369888501243696,0.140599358350866,2.63079793238201,0.00851846678756091,0.0767094859802614
"FBgn0024277",9759.25057126479,-0.263456081561727,0.100157005845281,-2.63043088537116,0.00852767073564255,0.0767144064858159
"FBgn0052251",1657.96674703788,0.44611152118848,0.169647084390858,2.62964449280285,0.00854741999116022,0.0768140857420596
